PhraseId,SentenceId,Phrase,Sentiment,Phrase(origin),Sentiment(predict),Difference(Phrase),Difference(Sentence)
80728,4158,simply can not recommend it enough .,4,simply ca n't recommend it enough .,1,3,1.3333333333333333
71547,3650,share no chemistry or engaging charisma .,1,share no chemistry or engaging charisma .,3,2,1.3333333333333333
80729,4158,can not recommend it enough .,4,ca n't recommend it enough .,2,2,1.3333333333333333
80730,4158,can not recommend it enough,4,ca n't recommend it enough,2,2,1.3333333333333333
80731,4158,recommend it enough,3,recommend it enough,3,0,1.3333333333333333
80732,4158,it enough,2,it enough,2,0,1.3333333333333333
117413,6265,my money,2,my money,2,0,1.3333333333333333
117412,6265,want my money,2,want my money,2,0,1.3333333333333333
117411,6265,want my money back,0,want my money back,2,2,1.3333333333333333
117410,6265,want my money back .,0,want my money back .,2,2,1.3333333333333333
136728,7393,Never once predictable,3,Never once predictable,1,2,1.3333333333333333
117409,6265,still want my money back .,0,still want my money back .,2,2,1.3333333333333333
117408,6265,I still want my money back .,0,I still want my money back .,2,2,1.3333333333333333
130297,7019,Jason X is this bad on purpose,0,Jason X is this bad on purpose,2,2,1.3333333333333333
52154,2575,that it 's so not-at-all-good,0,that it 's so not-at-all-good,1,1,1.3333333333333333
124986,6717,its extremely languorous rhythms,2,its extremely languorous rhythms,3,1,1.3333333333333333
124985,6717,"its extremely languorous rhythms ,",1,"its extremely languorous rhythms ,",3,2,1.3333333333333333
124994,6717,having much dramatic impact,2,having much dramatic impact,3,1,1.3333333333333333
124984,6717,"its extremely languorous rhythms , Waiting for Happiness",2,"its extremely languorous rhythms , Waiting for Happiness",3,1,1.3333333333333333
124983,6717,"endure its extremely languorous rhythms , Waiting for Happiness",2,"endure its extremely languorous rhythms , Waiting for Happiness",3,1,1.3333333333333333
124982,6717,"to endure its extremely languorous rhythms , Waiting for Happiness",1,"to endure its extremely languorous rhythms , Waiting for Happiness",4,3,1.3333333333333333
124981,6717,"willing to endure its extremely languorous rhythms , Waiting for Happiness",2,"willing to endure its extremely languorous rhythms , Waiting for Happiness",4,2,1.3333333333333333
124980,6717,"those willing to endure its extremely languorous rhythms , Waiting for Happiness",1,"those willing to endure its extremely languorous rhythms , Waiting for Happiness",2,1,1.3333333333333333
124987,6717,extremely languorous rhythms,1,extremely languorous rhythms,2,1,1.3333333333333333
124988,6717,languorous rhythms,2,languorous rhythms,2,0,1.3333333333333333
124989,6717,is ultimately thoughtful without having much dramatic impact .,2,is ultimately thoughtful without having much dramatic impact .,3,1,1.3333333333333333
124990,6717,is ultimately thoughtful without having much dramatic impact,3,is ultimately thoughtful without having much dramatic impact,3,0,1.3333333333333333
124991,6717,ultimately thoughtful without having much dramatic impact,2,ultimately thoughtful without having much dramatic impact,3,1,1.3333333333333333
124992,6717,thoughtful without having much dramatic impact,1,thoughtful without having much dramatic impact,3,2,1.3333333333333333
52151,2575,'s just that it 's so not-at-all-good .,0,'s just that it 's so not-at-all-good .,1,1,1.3333333333333333
52152,2575,'s just that it 's so not-at-all-good,0,'s just that it 's so not-at-all-good,1,1,1.3333333333333333
124979,6717,"by those willing to endure its extremely languorous rhythms , Waiting for Happiness",1,"by those willing to endure its extremely languorous rhythms , Waiting for Happiness",2,1,1.3333333333333333
52150,2575,It 's just that it 's so not-at-all-good .,1,It 's just that it 's so not-at-all-good .,1,0,1.3333333333333333
124978,6717,"appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness",2,"appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness",3,1,1.3333333333333333
124977,6717,"best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness",2,"best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness",3,1,1.3333333333333333
124976,6717,"be best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness",1,"be best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness",3,2,1.3333333333333333
124975,6717,"will be best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness",1,"will be best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness",3,2,1.3333333333333333
71552,3650,engaging charisma,3,engaging charisma,3,0,1.3333333333333333
124974,6717,"that will be best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness",0,"that will be best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness",3,3,1.3333333333333333
71551,3650,no chemistry,1,no chemistry,1,0,1.3333333333333333
124993,6717,without having much dramatic impact,1,without having much dramatic impact,3,2,1.3333333333333333
124995,6717,much dramatic impact,4,much dramatic impact,3,1,1.3333333333333333
130296,7019,Whether Jason X is this bad on purpose,1,Whether Jason X is this bad on purpose,2,1,1.3333333333333333
71544,3650,The lead actors share no chemistry or engaging charisma .,0,The lead actors share no chemistry or engaging charisma .,3,3,1.3333333333333333
63304,3203,is a movie you can trust,3,is a movie you can trust,2,1,1.3333333333333333
82711,4271,an inferior level,1,an inferior level,2,1,1.3333333333333333
34150,1604,'s because relatively nothing happens,1,'s because relatively nothing happens,2,1,1.3333333333333333
34151,1604,because relatively nothing happens,1,because relatively nothing happens,2,1,1.3333333333333333
82710,4271,on an inferior level,1,on an inferior level,2,1,1.3333333333333333
82709,4271,entertaining on an inferior level,1,entertaining on an inferior level,3,2,1.3333333333333333
34152,1604,relatively nothing happens,0,relatively nothing happens,2,2,1.3333333333333333
34153,1604,relatively nothing,1,relatively nothing,2,1,1.3333333333333333
31415,1469,You have to see it .,4,You have to see it .,2,2,1.3333333333333333
31416,1469,have to see it .,3,have to see it .,2,1,1.3333333333333333
31417,1469,have to see it,3,have to see it,2,1,1.3333333333333333
63302,3203,This is a movie you can trust .,4,This is a movie you can trust .,1,3,1.3333333333333333
82708,4271,is entertaining on an inferior level,1,is entertaining on an inferior level,3,2,1.3333333333333333
82707,4271,is entertaining on an inferior level .,2,is entertaining on an inferior level .,3,1,1.3333333333333333
82706,4271,it is entertaining on an inferior level .,1,it is entertaining on an inferior level .,3,2,1.3333333333333333
63303,3203,is a movie you can trust .,3,is a movie you can trust .,1,2,1.3333333333333333
82705,4271,But it is entertaining on an inferior level .,3,But it is entertaining on an inferior level .,3,0,1.3333333333333333
63307,3203,can trust,3,can trust,2,1,1.3333333333333333
63306,3203,you can trust,2,you can trust,2,0,1.3333333333333333
63305,3203,a movie you can trust,3,a movie you can trust,2,1,1.3333333333333333
50273,2472,mess .,1,mess .,1,0,1.3333333333333333
50272,2472,glorious mess .,2,glorious mess .,4,2,1.3333333333333333
34149,1604,'s because relatively nothing happens .,0,'s because relatively nothing happens .,2,2,1.3333333333333333
50271,2472,A glorious mess .,2,A glorious mess .,4,2,1.3333333333333333
74087,3792,Decent but dull,2,Decent but dull,3,1,1.3333333333333333
136729,7393,Never once,2,Never once,2,0,1.3333333333333333
130300,7019,bad on purpose,2,bad on purpose,1,1,1.3333333333333333
130301,7019,on purpose,2,on purpose,2,0,1.3333333333333333
130302,7019,is never clear .,1,is never clear .,3,2,1.3333333333333333
130303,7019,is never clear,1,is never clear,2,1,1.3333333333333333
124972,6717,"A film that will be best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness is ultimately thoughtful without having much dramatic impact .",3,"A film that will be best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness is ultimately thoughtful without having much dramatic impact .",3,0,1.3333333333333333
124973,6717,"A film that will be best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness",1,"A film that will be best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness",3,2,1.3333333333333333
96806,5057,'ll probably love it,3,'ll probably love it,2,1,1.3333333333333333
74088,3792,Decent but,2,Decent but,3,1,1.3333333333333333
74086,3792,Decent but dull .,1,Decent but dull .,3,2,1.3333333333333333
136727,7393,Never once predictable .,3,Never once predictable .,1,2,1.3333333333333333
96805,5057,'ll probably love it .,4,'ll probably love it .,2,2,1.3333333333333333
96804,5057,You 'll probably love it .,4,You 'll probably love it .,3,1,1.3333333333333333
71546,3650,lead actors,2,lead actors,2,0,1.3333333333333333
71545,3650,The lead actors,2,The lead actors,2,0,1.3333333333333333
130295,7019,Whether Jason X is this bad on purpose is never clear .,0,Whether Jason X is this bad on purpose is never clear .,1,1,1.3333333333333333
82713,4271,inferior,0,inferior,2,2,1.3333333333333333
82712,4271,inferior level,1,inferior level,2,1,1.3333333333333333
34148,1604,That 's because relatively nothing happens .,1,That 's because relatively nothing happens .,2,1,1.3333333333333333
130299,7019,this bad on purpose,0,this bad on purpose,2,2,1.3333333333333333
116243,6195,The slam-bang superheroics are kinetic enough to engross even the most antsy youngsters .,4,The slam-bang superheroics are kinetic enough to engross even the most antsy youngsters .,1,3,1.3125
116248,6195,are kinetic enough to engross even the most antsy youngsters,3,are kinetic enough to engross even the most antsy youngsters,1,2,1.3125
116247,6195,are kinetic enough to engross even the most antsy youngsters .,3,are kinetic enough to engross even the most antsy youngsters .,1,2,1.3125
116245,6195,slam-bang superheroics,2,slam-bang superheroics,4,2,1.3125
116255,6195,the most antsy youngsters,2,the most antsy youngsters,1,1,1.3125
116250,6195,kinetic enough,2,kinetic enough,2,0,1.3125
116251,6195,to engross even the most antsy youngsters,3,to engross even the most antsy youngsters,2,1,1.3125
116252,6195,engross even the most antsy youngsters,3,engross even the most antsy youngsters,1,2,1.3125
116249,6195,kinetic enough to engross even the most antsy youngsters,4,kinetic enough to engross even the most antsy youngsters,1,3,1.3125
116256,6195,most antsy youngsters,3,most antsy youngsters,1,2,1.3125
116253,6195,engross even,3,engross even,3,0,1.3125
116246,6195,superheroics,2,superheroics,2,0,1.3125
116244,6195,The slam-bang superheroics,2,The slam-bang superheroics,4,2,1.3125
116254,6195,engross,3,engross,2,1,1.3125
116258,6195,antsy,2,antsy,2,0,1.3125
116257,6195,most antsy,2,most antsy,2,0,1.3125
52833,2618,you 're a comic fan,3,you 're a comic fan,3,0,1.3
52832,2618,If you 're a comic fan,2,If you 're a comic fan,2,0,1.3
52831,2618,"If you 're a comic fan , you can not miss it .",4,"If you 're a comic fan , you ca n't miss it .",1,3,1.3
46519,2262,but dull and ankle-deep,1,but dull and ankle-deep,2,1,1.3
52834,2618,'re a comic fan,2,'re a comic fan,2,0,1.3
150370,8191,by the sick sense of humor,1,by the sick sense of humor,2,1,1.3
150371,8191,the sick sense of humor,2,the sick sense of humor,2,0,1.3
150372,8191,the sick sense,1,the sick sense,2,1,1.3
